model,quantization,dataset,iteration,accuracy,recall,precision,f1,balanced_accuracy,specificity
MIS,GPTQ,HW,3,0.8271604938271605,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.6363636363636364,0.9393939393939394
MIS,GPTQ,HW,4,0.8271604938271605,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.6363636363636364,0.9393939393939394
MIS,GPTQ,HW,5,0.8395061728395061,0.5555555555555556,0.35714285714285715,0.43478260869565216,0.6487206823027719,0.9402985074626866
MIS,GPTQ,HW,6,0.8395061728395061,0.5555555555555556,0.35714285714285715,0.43478260869565216,0.6487206823027719,0.9402985074626866
MIS,GPTQ,HW,7,0.8271604938271605,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.6363636363636364,0.9393939393939394
MIS,GPTQ,HW,8,0.8395061728395061,0.5555555555555556,0.35714285714285715,0.43478260869565216,0.6487206823027719,0.9402985074626866
MIS,GPTQ,HW,9,0.8271604938271605,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.6363636363636364,0.9393939393939394
MIS,GPTQ,HW,10,0.8271604938271605,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.6363636363636364,0.9393939393939394
MIS,GPTQ,MOZILLA,1,0.9824,0.6,0.9375,0.7317073170731707,0.9605398193760263,0.9835796387520526
MIS,GPTQ,MOZILLA,2,0.9809523809523809,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.9527493990384616,0.982421875
MIS,GPTQ,MOZILLA,3,0.986,0.65,1.0,0.787878787878788,0.9928131416837782,0.9856262833675564
MIS,GPTQ,MOZILLA,4,0.978,0.65,0.7647058823529411,0.7027027027027027,0.8751065643648763,0.9855072463768116
MIS,GPTQ,MOZILLA,5,0.9739130434782609,0.391304347826087,0.9,0.5454545454545454,0.9376106194690266,0.9752212389380531
MIS,GPTQ,MOZILLA,6,0.9808695652173913,0.5652173913043478,0.9285714285714286,0.7027027027027025,0.9553730583142348,0.982174688057041
MIS,GPTQ,MOZILLA,7,0.9727272727272728,0.45454545454545453,0.7692307692307693,0.5714285714285714,0.8734422002578428,0.9776536312849162
MIS,GPTQ,MOZILLA,8,0.9657142857142857,0.38095238095238093,0.6153846153846154,0.47058823529411764,0.7949969951923077,0.974609375
MIS,GPTQ,MOZILLA,9,0.9888888888888889,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.9620689655172414,0.9908045977011494
MIS,GPTQ,MOZILLA,10,0.9747368421052631,0.3684210526315789,1.0,0.5384615384615384,0.9871794871794872,0.9743589743589743
MIS,NONE,AMINA,1,0.981,0.6585365853658537,0.84375,0.7397260273972602,0.9146435950413223,0.9855371900826446
MIS,NONE,AMINA,2,0.9935483870967742,0.9354838709677419,0.90625,0.9206349206349206,0.9517791049798116,0.9973082099596231
MIS,NONE,AMINA,3,0.9694736842105263,0.6410256410256411,0.625,0.6329113924050633,0.8048076923076923,0.9846153846153847
MIS,NONE,AMINA,4,0.9922580645161291,0.9354838709677419,0.8787878787878788,0.90625,0.9380462304990607,0.9973045822102425
MIS,NONE,AMINA,5,0.9651612903225807,0.8709677419354839,0.54,0.6666666666666666,0.7672413793103449,0.9944827586206897
MIS,NONE,AMINA,6,0.9733333333333334,0.8666666666666667,0.6190476190476191,0.7222222222222222,0.8066989507667475,0.9943502824858758
MIS,NONE,AMINA,7,0.9881081081081081,0.7297297297297297,0.9642857142857143,0.8307692307692307,0.9765687211339386,0.9888517279821628
MIS,NONE,AMINA,8,0.9753846153846154,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.8397435897435898,0.9871794871794872
MIS,NONE,AMINA,9,0.9893333333333333,0.9032258064516129,0.8484848484848485,0.875,0.9221503740332193,0.99581589958159
MIS,NONE,AMINA,10,0.9825,0.9375,0.7142857142857143,0.8108108108108109,0.8558235959291368,0.9973614775725593
MIS,NONE,BTHS,1,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,BTHS,2,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,BTHS,3,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,BTHS,4,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,BTHS,5,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,BTHS,6,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,BTHS,7,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,BTHS,8,0.8583333333333333,0.75,0.5555555555555556,0.6382978723404256,0.7508960573476703,0.946236559139785
MIS,NONE,BTHS,9,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,BTHS,10,0.8416666666666667,0.85,0.5151515151515151,0.6415094339622641,0.7403343782654128,0.9655172413793104
MIS,NONE,HW,1,0.8271604938271605,0.4444444444444444,0.3076923076923077,0.3636363636363637,0.6170814479638009,0.9264705882352942
MIS,NONE,HW,2,0.8148148148148148,0.3333333333333333,0.25,0.28571428571428575,0.5815217391304348,0.9130434782608695
MIS,NONE,HW,3,0.8148148148148148,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.6055437100213219,0.9253731343283582
MIS,NONE,HW,4,0.8271604938271605,0.3333333333333333,0.2727272727272727,0.3,0.5935064935064935,0.9142857142857143
MIS,NONE,HW,5,0.8395061728395061,0.3333333333333333,0.3,0.3157894736842105,0.6077464788732394,0.9154929577464789
MIS,NONE,HW,6,0.8271604938271605,0.4444444444444444,0.3076923076923077,0.3636363636363637,0.6170814479638009,0.9264705882352942
MIS,NONE,HW,7,0.8148148148148148,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.6055437100213219,0.9253731343283582
MIS,NONE,HW,8,0.8148148148148148,0.3333333333333333,0.25,0.28571428571428575,0.5815217391304348,0.9130434782608695
MIS,NONE,HW,9,0.8148148148148148,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.6055437100213219,0.9253731343283582
MIS,NONE,HW,10,0.8271604938271605,0.3333333333333333,0.2727272727272727,0.3,0.5935064935064935,0.9142857142857143
MIS,NONE,MOZILLA,1,0.9824,0.56,1.0,0.717948717948718,0.9909983633387889,0.9819967266775778
MIS,NONE,MOZILLA,2,0.9847619047619047,0.7619047619047619,0.8421052631578947,0.8,0.9161119201164967,0.9901185770750988
MIS,NONE,MOZILLA,3,0.988,0.7,1.0,0.8235294117647058,0.9938271604938271,0.9876543209876543
MIS,NONE,MOZILLA,4,0.978,0.8,0.6956521739130435,0.7441860465116279,0.8436332148391212,0.9916142557651991
MIS,NONE,MOZILLA,5,0.9756521739130435,0.6086956521739131,0.7368421052631579,0.6666666666666666,0.8603275274517228,0.9838129496402878
MIS,NONE,MOZILLA,6,0.9860869565217392,0.6956521739130435,0.9411764705882353,0.7999999999999999,0.9643158338604259,0.9874551971326165
MIS,NONE,MOZILLA,7,0.9745454545454545,0.5,0.7857142857142857,0.6111111111111112,0.8825959488272921,0.9794776119402985
MIS,NONE,MOZILLA,8,0.9676190476190476,0.42857142857142855,0.6428571428571429,0.5142857142857143,0.8096868884540118,0.9765166340508806
MIS,NONE,MOZILLA,9,0.9888888888888889,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.9620689655172414,0.9908045977011494
MIS,NONE,MOZILLA,10,0.9768421052631578,0.42105263157894735,1.0,0.5925925925925926,0.9882226980728052,0.9764453961456103
