model,quantization,dataset,iteration,accuracy,recall,precision,f1,balanced_accuracy,specificity
MIS,AWQ,BTHS,2,0.7333333333333333,0.14285714285714285,1.0,0.25,0.8604651162790697,0.7209302325581395
MIS,AWQ,BTHS,3,0.65625,0.15384615384615385,1.0,0.2666666666666667,0.8166666666666667,0.6333333333333333
MIS,AWQ,BTHS,4,0.725,0.15384615384615385,1.0,0.2666666666666667,0.8552631578947368,0.7105263157894737
MIS,AWQ,BTHS,5,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
MIS,AWQ,BTHS,6,0.725,0.15384615384615385,1.0,0.2666666666666667,0.8552631578947368,0.7105263157894737
MIS,AWQ,BTHS,7,0.65625,0.15384615384615385,1.0,0.2666666666666667,0.8166666666666667,0.6333333333333333
MIS,AWQ,BTHS,8,0.725,0.15384615384615385,1.0,0.2666666666666667,0.8552631578947368,0.7105263157894737
MIS,AWQ,BTHS,9,0.6666666666666666,0.14285714285714285,1.0,0.25,0.8235294117647058,0.6470588235294118
MIS,AWQ,BTHS,10,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
MIS,AWQ,HW,1,0.8181818181818182,1.0,0.6,0.7499999999999999,0.8,1.0
MIS,AWQ,HW,2,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,AWQ,HW,3,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285715,0.65,0.8
MIS,AWQ,HW,4,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,AWQ,HW,5,0.7,0.6666666666666666,0.5,0.5714285714285715,0.6666666666666667,0.8333333333333334
MIS,AWQ,HW,6,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,AWQ,HW,7,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5238095238095238,0.7142857142857143
MIS,AWQ,HW,8,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,AWQ,HW,9,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,AWQ,HW,10,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,AWQ,MOZILLA,1,0.976,0.4,1.0,0.5714285714285715,0.9878048780487805,0.975609756097561
MIS,AWQ,MOZILLA,2,0.9809523809523809,0.6666666666666666,0.8235294117647058,0.7368421052631577,0.9048749421028254,0.9862204724409449
MIS,AWQ,MOZILLA,3,0.99,0.75,1.0,0.8571428571428571,0.9948453608247423,0.9896907216494846
MIS,AWQ,MOZILLA,4,0.98,0.75,0.75,0.75,0.8697916666666667,0.9895833333333334
MIS,AWQ,MOZILLA,5,0.9756521739130435,0.391304347826087,1.0,0.5625,0.9876325088339223,0.9752650176678446
MIS,AWQ,MOZILLA,6,0.9860869565217392,0.6956521739130435,0.9411764705882353,0.7999999999999999,0.9643158338604259,0.9874551971326165
MIS,AWQ,MOZILLA,7,0.9709090909090909,0.4090909090909091,0.75,0.5294117647058824,0.8629182156133829,0.9758364312267658
MIS,AWQ,MOZILLA,8,0.9657142857142857,0.38095238095238093,0.6153846153846154,0.47058823529411764,0.7949969951923077,0.974609375
MIS,AWQ,MOZILLA,9,0.9844444444444445,0.7222222222222222,0.8666666666666667,0.7878787878787877,0.9275862068965517,0.9885057471264368
MIS,AWQ,MOZILLA,10,0.9747368421052631,0.42105263157894735,0.8888888888888888,0.5714285714285714,0.9326418693371483,0.9763948497854077
MIS,GPTQ,AMINA,1,0.988,0.7073170731707317,1.0,0.8285714285714285,0.9938208032955715,0.9876416065911432
MIS,GPTQ,AMINA,2,0.9974193548387097,0.9354838709677419,1.0,0.9666666666666666,0.9986595174262735,0.9973190348525469
MIS,GPTQ,AMINA,3,0.9768421052631578,0.5128205128205128,0.8695652173913043,0.6451612903225806,0.9245344965057924,0.9795037756202805
MIS,GPTQ,AMINA,4,0.9961290322580645,0.9354838709677419,0.9666666666666667,0.9508196721311476,0.9819910514541388,0.9973154362416108
MIS,GPTQ,AMINA,5,0.9974193548387097,0.9354838709677419,1.0,0.9666666666666666,0.9986595174262735,0.9973190348525469
MIS,GPTQ,AMINA,6,0.988,0.8666666666666667,0.8387096774193549,0.8524590163934426,0.9165731975413882,0.9944367176634215
MIS,GPTQ,AMINA,7,0.9783783783783784,0.6216216216216216,0.7931034482758621,0.696969696969697,0.888739224137931,0.984375
MIS,GPTQ,AMINA,8,0.9856410256410256,0.6666666666666666,0.9629629629629629,0.7878787878787878,0.9746249413970933,0.9862869198312236
MIS,GPTQ,AMINA,9,0.996,0.9032258064516129,1.0,0.9491525423728813,0.9979224376731302,0.9958448753462604
MIS,GPTQ,AMINA,10,0.99625,0.9375,0.967741935483871,0.9523809523809523,0.9825705776249004,0.9973992197659298
MIS,GPTQ,BTHS,1,0.5833333333333334,0.09090909090909091,1.0,0.16666666666666669,0.7826086956521738,0.5652173913043478
MIS,GPTQ,BTHS,2,0.7111111111111111,0.07142857142857142,1.0,0.13333333333333333,0.8522727272727273,0.7045454545454546
MIS,GPTQ,BTHS,3,0.625,0.07692307692307693,1.0,0.14285714285714288,0.8064516129032258,0.6129032258064516
MIS,GPTQ,BTHS,4,0.7,0.07692307692307693,1.0,0.14285714285714288,0.8461538461538461,0.6923076923076923
MIS,GPTQ,BTHS,5,0.7222222222222222,0.16666666666666666,1.0,0.2857142857142857,0.8529411764705883,0.7058823529411765
MIS,GPTQ,BTHS,6,0.7,0.07692307692307693,1.0,0.14285714285714288,0.8461538461538461,0.6923076923076923
MIS,GPTQ,BTHS,7,0.625,0.07692307692307693,1.0,0.14285714285714288,0.8064516129032258,0.6129032258064516
MIS,GPTQ,BTHS,8,0.7,0.07692307692307693,1.0,0.14285714285714288,0.8461538461538461,0.6923076923076923
MIS,GPTQ,BTHS,9,0.6388888888888888,0.07142857142857142,1.0,0.13333333333333333,0.8142857142857143,0.6285714285714286
MIS,GPTQ,BTHS,10,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
MIS,GPTQ,HW,1,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,GPTQ,HW,2,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,GPTQ,HW,3,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,GPTQ,HW,4,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,GPTQ,HW,5,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,GPTQ,HW,6,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,GPTQ,HW,7,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
MIS,GPTQ,HW,8,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,GPTQ,HW,9,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,GPTQ,HW,10,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,GPTQ,MOZILLA,1,0.9808,0.56,0.9333333333333333,0.7000000000000001,0.9576502732240437,0.9819672131147541
MIS,GPTQ,MOZILLA,2,0.9809523809523809,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.9527493990384616,0.982421875
MIS,GPTQ,MOZILLA,3,0.986,0.65,1.0,0.787878787878788,0.9928131416837782,0.9856262833675564
MIS,GPTQ,MOZILLA,4,0.978,0.65,0.7647058823529411,0.7027027027027027,0.8751065643648763,0.9855072463768116
MIS,GPTQ,MOZILLA,5,0.9756521739130435,0.43478260869565216,0.9090909090909091,0.5882352941176471,0.9430206318504191,0.9769503546099291
MIS,GPTQ,MOZILLA,6,0.9808695652173913,0.5652173913043478,0.9285714285714286,0.7027027027027025,0.9553730583142348,0.982174688057041
MIS,GPTQ,MOZILLA,7,0.9727272727272728,0.4090909090909091,0.8181818181818182,0.5454545454545455,0.8970315398886828,0.9758812615955473
MIS,GPTQ,MOZILLA,8,0.9638095238095238,0.3333333333333333,0.5833333333333334,0.4242424242424242,0.7780214424951267,0.9727095516569201
MIS,GPTQ,MOZILLA,9,0.9888888888888889,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.9620689655172414,0.9908045977011494
MIS,GPTQ,MOZILLA,10,0.9747368421052631,0.3684210526315789,1.0,0.5384615384615384,0.9871794871794872,0.9743589743589743
MIS,NONE,AMINA,1,0.988,0.7073170731707317,1.0,0.8285714285714285,0.9938208032955715,0.9876416065911432
MIS,NONE,AMINA,2,0.9974193548387097,0.9354838709677419,1.0,0.9666666666666666,0.9986595174262735,0.9973190348525469
MIS,NONE,AMINA,3,0.9715789473684211,0.46153846153846156,0.75,0.5714285714285714,0.8636609071274298,0.9773218142548596
MIS,NONE,AMINA,4,0.9935483870967742,0.9354838709677419,0.90625,0.9206349206349206,0.9517791049798116,0.9973082099596231
MIS,NONE,AMINA,5,0.9974193548387097,0.9354838709677419,1.0,0.9666666666666666,0.9986595174262735,0.9973190348525469
MIS,NONE,AMINA,6,0.988,0.8666666666666667,0.8387096774193549,0.8524590163934426,0.9165731975413882,0.9944367176634215
MIS,NONE,AMINA,7,0.9643243243243244,0.6216216216216216,0.5476190476190477,0.5822784810126581,0.7658820039907244,0.984144960362401
MIS,NONE,AMINA,8,0.9856410256410256,0.6666666666666666,0.9629629629629629,0.7878787878787878,0.9746249413970933,0.9862869198312236
MIS,NONE,AMINA,9,0.9933333333333333,0.9032258064516129,0.9333333333333333,0.9180327868852459,0.9645833333333333,0.9958333333333333
MIS,NONE,AMINA,10,0.995,0.90625,0.9666666666666667,0.9354838709677419,0.9813852813852815,0.9961038961038962
MIS,NONE,BTHS,1,0.625,0.18181818181818182,1.0,0.3076923076923077,0.7954545454545454,0.5909090909090909
MIS,NONE,BTHS,2,0.7333333333333333,0.14285714285714285,1.0,0.25,0.8604651162790697,0.7209302325581395
MIS,NONE,BTHS,3,0.65625,0.15384615384615385,1.0,0.2666666666666667,0.8166666666666667,0.6333333333333333
MIS,NONE,BTHS,4,0.725,0.15384615384615385,1.0,0.2666666666666667,0.8552631578947368,0.7105263157894737
MIS,NONE,BTHS,5,0.7222222222222222,0.16666666666666666,1.0,0.2857142857142857,0.8529411764705883,0.7058823529411765
MIS,NONE,BTHS,6,0.725,0.15384615384615385,1.0,0.2666666666666667,0.8552631578947368,0.7105263157894737
MIS,NONE,BTHS,7,0.65625,0.15384615384615385,1.0,0.2666666666666667,0.8166666666666667,0.6333333333333333
MIS,NONE,BTHS,8,0.725,0.15384615384615385,1.0,0.2666666666666667,0.8552631578947368,0.7105263157894737
MIS,NONE,BTHS,9,0.6666666666666666,0.14285714285714285,1.0,0.25,0.8235294117647058,0.6470588235294118
MIS,NONE,BTHS,10,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
MIS,NONE,HW,1,0.8181818181818182,1.0,0.6,0.7499999999999999,0.8,1.0
MIS,NONE,HW,2,1.0,1.0,1.0,1.0,1.0,1.0
MIS,NONE,HW,3,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285715,0.65,0.8
MIS,NONE,HW,4,1.0,1.0,1.0,1.0,1.0,1.0
MIS,NONE,HW,5,0.8,1.0,0.6,0.7499999999999999,0.8,1.0
MIS,NONE,HW,6,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,NONE,HW,7,0.7,0.6666666666666666,0.5,0.5714285714285715,0.6666666666666667,0.8333333333333334
MIS,NONE,HW,8,1.0,1.0,1.0,1.0,1.0,1.0
MIS,NONE,HW,9,0.8888888888888888,0.6666666666666666,1.0,0.8,0.9285714285714286,0.8571428571428571
MIS,NONE,HW,10,0.7777777777777778,0.3333333333333333,1.0,0.5,0.875,0.75
MIS,NONE,MOZILLA,1,0.9856,0.64,1.0,0.7804878048780487,0.9926108374384237,0.9852216748768473
MIS,NONE,MOZILLA,2,0.9847619047619047,0.7619047619047619,0.8421052631578947,0.8,0.9161119201164967,0.9901185770750988
MIS,NONE,MOZILLA,3,0.988,0.7,1.0,0.8235294117647058,0.9938271604938271,0.9876543209876543
MIS,NONE,MOZILLA,4,0.978,0.8,0.6956521739130435,0.7441860465116279,0.8436332148391212,0.9916142557651991
MIS,NONE,MOZILLA,5,0.9739130434782609,0.5652173913043478,0.7222222222222222,0.6341463414634146,0.8521344504288849,0.9820466786355476
MIS,NONE,MOZILLA,6,0.9878260869565217,0.7391304347826086,0.9444444444444444,0.8292682926829269,0.9668362258128864,0.9892280071813285
MIS,NONE,MOZILLA,7,0.9727272727272728,0.45454545454545453,0.7692307692307693,0.5714285714285714,0.8734422002578428,0.9776536312849162
MIS,NONE,MOZILLA,8,0.9676190476190476,0.42857142857142855,0.6428571428571429,0.5142857142857143,0.8096868884540118,0.9765166340508806
MIS,NONE,MOZILLA,9,0.9888888888888889,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.9620689655172414,0.9908045977011494
MIS,NONE,MOZILLA,10,0.9768421052631578,0.42105263157894735,1.0,0.5925925925925926,0.9882226980728052,0.9764453961456103
