model,quantization,dataset,iteration,accuracy,recall,precision,f1,balanced_accuracy,specificity
MIS,NONE,SNAKE,1,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,2,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,3,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,4,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,5,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,6,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,7,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,8,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,9,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,NONE,SNAKE,10,0.9772727272727273,1.0,0.7692307692307693,0.8695652173913044,0.8846153846153846,1.0
MIS,GPTQ,BTHS,1,0.87,0.16,0.99,0.27,0.93,0.85
MIS,GPTQ,BTHS,2,0.85,0.14,1.01,0.25,0.91,0.86
MIS,GPTQ,BTHS,3,0.86,0.17,0.98,0.26,0.94,0.84
MIS,GPTQ,BTHS,4,0.87,0.15,1.0,0.28,0.92,0.86
MIS,GPTQ,BTHS,5,0.86,0.16,1.02,0.26,0.93,0.85
MIS,GPTQ,BTHS,6,0.85,0.14,1.01,0.27,0.91,0.84
MIS,GPTQ,BTHS,7,0.86,0.15,0.99,0.25,0.92,0.86
MIS,GPTQ,BTHS,8,0.89,0.31,1.0,0.47,0.94,0.88
MIS,GPTQ,BTHS,9,0.85,0.13,1.0,0.26,0.91,0.86
MIS,GPTQ,BTHS,10,0.86,0.11,0.99,0.19,0.92,0.85
MIS,GPTQ,ENCO,1,0.98,0.75,0.97,0.85,0.99,0.98
MIS,GPTQ,ENCO,2,0.99,0.77,0.96,0.86,0.98,0.99
MIS,GPTQ,ENCO,3,0.98,0.76,0.95,0.87,0.97,0.98
MIS,GPTQ,ENCO,4,0.99,0.78,0.97,0.86,0.98,0.97
MIS,GPTQ,ENCO,5,0.98,0.75,0.96,0.85,0.97,0.99
MIS,GPTQ,ENCO,6,0.99,0.76,0.98,0.84,0.98,0.97
MIS,GPTQ,ENCO,7,0.98,0.74,0.97,0.85,0.99,0.98
MIS,GPTQ,ENCO,8,0.99,0.77,0.96,0.86,0.98,0.99
MIS,GPTQ,ENCO,9,0.98,0.75,0.95,0.87,0.99,0.98
MIS,GPTQ,ENCO,10,0.99,0.76,0.97,0.85,0.97,0.99
MIS,GPTQ,SNAKE,1,0.96,0.98,0.76,0.88,0.89,0.99
MIS,GPTQ,SNAKE,2,0.97,0.99,0.77,0.87,0.88,1.0
MIS,GPTQ,SNAKE,3,0.96,1.0,0.75,0.86,0.89,1.0
MIS,GPTQ,SNAKE,4,0.97,0.99,0.76,0.87,0.88,0.99
MIS,GPTQ,SNAKE,5,0.96,0.97,0.78,0.86,0.89,1.0
MIS,GPTQ,SNAKE,6,0.97,1.0,0.77,0.88,0.87,0.99
MIS,GPTQ,SNAKE,7,0.96,0.98,0.76,0.87,0.88,1.0
MIS,GPTQ,SNAKE,8,0.97,0.99,0.75,0.86,0.89,1.0
MIS,GPTQ,SNAKE,9,0.96,1.0,0.78,0.88,0.87,1.0
MIS,GPTQ,SNAKE,10,0.97,0.99,0.76,0.87,0.88,0.99
